,dewpoint,height,pressure,relative humidity,temperature
0,20.8,29.0,1004.0,62.0,28.8
1,19.0,57.0,1000.0,65.3,26.0
2,999.0,304.0,9999.0,999.0,999.0
3,999.0,609.0,9999.0,999.0,999.0
4,18.8,618.0,938.0,91.7,20.2
5,16.6,738.9,925.0,80.8,20.0
6,999.0,914.0,9999.0,999.0,999.0
7,999.0,1219.0,9999.0,999.0,999.0
8,13.7,1463.0,850.0,89.6,15.4
9,999.0,1828.0,9999.0,999.0,999.0
10,999.0,2133.0,9999.0,999.0,999.0
11,999.0,2438.0,9999.0,999.0,999.0
12,6.7,2552.6,747.0,77.8,10.4
13,999.0,2743.0,9999.0,999.0,999.0
14,4.8,2756.4,729.0,66.4,10.8
15,3.4,3094.0,700.0,71.7,8.2
16,999.0,3657.0,9999.0,999.0,999.0
17,999.0,3962.0,9999.0,999.0,999.0
18,999.0,4267.0,9999.0,999.0,999.0
19,-7.7,4557.3,585.0,59.1,-0.7
20,-13.7,4639.8,579.0,36.7,-0.7
21,-23.9,4807.4,567.0,15.6,-0.9
22,999.0,4876.0,9999.0,999.0,999.0
23,999.0,5181.0,9999.0,999.0,999.0
24,-29.3,5790.0,500.0,15.4,-7.3
25,999.0,6095.0,9999.0,999.0,999.0
26,-25.5,6518.6,455.0,32.9,-12.5
27,-35.5,6791.8,439.0,13.8,-13.5
28,-49.9,7400.4,405.0,4.3,-17.9
29,-47.7,7500.0,400.0,5.9,-18.7
30,999.0,7619.0,9999.0,999.0,999.0
31,-34.1,8136.6,367.0,35.9,-23.1
32,999.0,8229.0,9999.0,999.0,999.0
33,-42.3,8628.0,343.0,22.7,-27.3
34,-39.5,8712.4,339.0,31.0,-27.5
35,-67.7,9014.5,325.0,1.3,-29.7
36,999.0,9143.0,9999.0,999.0,999.0
37,-43.1,9442.0,306.0,32.7,-32.1
38,999.0,9448.0,9999.0,999.0,999.0
39,-43.3,9580.0,300.0,36.0,-33.3
40,-43.3,9793.0,291.0,43.8,-35.3
41,999.0,10058.0,9999.0,999.0,999.0
42,999.0,10667.0,9999.0,999.0,999.0
43,999.0,10830.0,250.0,999.0,-44.1
44,999.0,11615.4,222.0,999.0,-50.7
45,999.0,11887.0,9999.0,999.0,999.0
46,999.0,12290.0,200.0,999.0,-55.1
47,999.0,13200.8,173.0,999.0,-62.5
48,999.0,13681.1,160.0,999.0,-63.7
49,999.0,14070.0,150.0,999.0,-64.3
50,999.0,14325.0,9999.0,999.0,999.0
51,999.0,14489.8,140.0,999.0,-66.3
52,999.0,15239.0,9999.0,999.0,999.0
53,999.0,15375.2,121.0,999.0,-65.1
54,999.0,16117.9,107.0,999.0,-68.7
55,999.0,16530.0,100.0,999.0,-68.3
56,999.0,16760.0,9999.0,999.0,999.0
57,999.0,17370.0,9999.0,999.0,999.0
58,999.0,18391.3,73.2,999.0,-70.7
59,999.0,18660.0,70.0,999.0,-69.5
60,999.0,18890.0,9999.0,999.0,999.0
61,999.0,19500.0,9999.0,999.0,999.0
62,999.0,19940.3,56.7,999.0,-60.5
63,999.0,20110.0,9999.0,999.0,999.0
64,999.0,20420.0,9999.0,999.0,999.0
65,999.0,20720.0,9999.0,999.0,999.0
66,999.0,20730.0,50.0,999.0,-58.1
67,999.0,21030.0,9999.0,999.0,999.0
68,999.0,21410.7,44.9,999.0,-55.7
69,999.0,21640.0,9999.0,999.0,999.0
70,999.0,21940.0,9999.0,999.0,999.0
71,999.0,22250.0,9999.0,999.0,999.0
72,999.0,23160.0,9999.0,999.0,999.0
73,999.0,23317.5,33.3,999.0,-54.5
74,999.0,23770.0,9999.0,999.0,999.0
