,dewpoint,height,pressure,relative humidity,temperature
0,999.0,84.0,1000.0,999.0,999.0
1,17.2,172.0,990.0,57.7,26.2
2,999.0,304.0,9999.0,999.0,999.0
3,999.0,609.0,9999.0,999.0,999.0
4,14.2,767.6,925.0,68.4,20.2
5,999.0,914.0,9999.0,999.0,999.0
6,999.0,1219.0,9999.0,999.0,999.0
7,12.5,1352.7,864.0,87.2,14.6
8,11.2,1487.0,850.0,84.3,13.8
9,999.0,1828.0,9999.0,999.0,999.0
10,999.0,2133.0,9999.0,999.0,999.0
11,7.3,2292.7,772.0,94.1,8.2
12,999.0,2438.0,9999.0,999.0,999.0
13,4.9,2598.3,744.0,81.9,7.8
14,999.0,2743.0,9999.0,999.0,999.0
15,3.5,3099.0,700.0,92.6,4.6
16,999.0,3657.0,9999.0,999.0,999.0
17,0.5,3863.9,637.0,97.9,0.8
18,999.0,4267.0,9999.0,999.0,999.0
19,999.0,4876.0,9999.0,999.0,999.0
20,-8.1,5030.9,550.0,87.0,-6.3
21,-11.2,5349.8,528.0,74.8,-7.5
22,-22.3,5604.5,511.0,31.4,-8.3
23,-20.7,5770.0,500.0,40.3,-9.7
24,-21.5,5863.2,494.0,40.0,-10.5
25,-29.1,5973.0,487.0,21.1,-11.1
26,999.0,6095.0,9999.0,999.0,999.0
27,-33.7,6408.3,460.0,18.2,-14.7
28,-31.3,6557.8,451.0,24.1,-15.3
29,999.0,6705.0,9999.0,999.0,999.0
30,-24.3,6709.9,442.0,50.1,-16.3
31,-43.3,7460.0,400.0,11.9,-21.3
32,999.0,7619.0,9999.0,999.0,999.0
33,999.0,8534.0,9999.0,999.0,999.0
34,-54.9,9026.5,322.0,9.2,-32.9
35,999.0,9143.0,9999.0,999.0,999.0
36,-56.5,9496.5,301.0,12.0,-37.5
37,999.0,9510.0,300.0,999.0,-37.5
38,999.0,10058.0,9999.0,999.0,999.0
39,999.0,10667.0,9999.0,999.0,999.0
40,999.0,10740.0,250.0,999.0,-46.3
41,999.0,12200.0,200.0,999.0,-55.9
42,999.0,12496.0,9999.0,999.0,999.0
43,999.0,12793.6,182.0,999.0,-60.5
44,999.0,13990.0,150.0,999.0,-63.5
45,999.0,14282.9,143.0,999.0,-64.1
46,999.0,14325.0,9999.0,999.0,999.0
47,999.0,14822.1,131.0,999.0,-61.7
48,999.0,15239.0,9999.0,999.0,999.0
49,999.0,16154.0,9999.0,999.0,999.0
50,999.0,16459.0,9999.0,999.0,999.0
51,999.0,16470.0,100.0,999.0,-67.1
52,999.0,16887.1,93.3,999.0,-68.3
53,999.0,17104.6,90.0,999.0,-65.1
54,999.0,17840.4,79.7,999.0,-67.7
55,999.0,18280.0,9999.0,999.0,999.0
56,999.0,18382.8,72.9,999.0,-62.7
57,999.0,18630.0,70.0,999.0,-62.5
58,999.0,18854.0,67.5,999.0,-62.9
59,999.0,19607.6,59.8,999.0,-57.9
60,999.0,20730.0,50.0,999.0,-59.9
61,999.0,21330.0,9999.0,999.0,999.0
62,999.0,21685.8,43.0,999.0,-52.7
63,999.0,21940.0,9999.0,999.0,999.0
64,999.0,22250.0,9999.0,999.0,999.0
65,999.0,22702.9,36.7,999.0,-55.1
66,999.0,23081.3,34.6,999.0,-52.3
67,999.0,23770.0,9999.0,999.0,999.0
68,999.0,24010.0,30.0,999.0,-52.3
69,999.0,24162.5,29.3,999.0,-52.7
70,999.0,25624.4,23.4,999.0,-48.9
71,999.0,25913.6,22.4,999.0,-44.7
72,999.0,26680.0,20.0,999.0,-44.7
73,999.0,26820.0,9999.0,999.0,999.0
74,999.0,27430.0,9999.0,999.0,999.0
75,999.0,28950.0,9999.0,999.0,999.0
76,999.0,30480.0,9999.0,999.0,999.0
77,999.0,30784.1,10.9,999.0,-37.3
78,999.0,31420.0,10.0,999.0,-32.3
79,999.0,32000.0,9999.0,999.0,999.0
